"# FOFEM SAF Cover File; DCL Updated with new EF groups Sept. 12, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Contains Emission Group Numbers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0,2,3,0,SAF 001,Jack Pine,FOFEM 121,0.7,0.17,0.93,0,3,5,34,2.5,GB,0.15,H1,,S1,6,F1,4.8,B1,,RJP,2,7,6
84,0,0,3,0,SAF 005,Balsam Fir,CFM-Boreal,,,,,,,,,GC,,H1,,S1,,F1,,B1,,BBS,2,8,6
87,0,2,3,0,SAF 012,Black Spruce,FOFEM 151,13.9,0,0,0,0,5,50,3.8,GC,0.15,H1,0,S1,6,F1,3.9,B1,,BBS,2,8,6
113,0,2,3,0,SAF 012,Black Spruce - example loads from photoseries PMS-831,PMS-831,6.8,0.1,0.2,0.5,2.4,5,75.49,5.1,GC,0.31,H1,0.23,S1,,F1,,B1,,BBS,2,8,6
87,0,2,3,0,SAF 204,Black Spruce,FOFEM 151,13.9,0,0,0,0,5,50,3.8,GC,0.15,H1,0,S1,6,F1,3.9,B1,,BBS,2,8,6
113,0,2,3,0,SAF 204,Black Spruce - example loads from photoseries PMS-831,PMS-831,6.8,0.1,0.2,0.5,2.4,5,75.49,5.1,GC,0.31,H1,0.23,S1,,F1,,B1,,BBS,2,8,6
114,0,2,3,0,SAF 013,Black Spruce - Tamarack,FOFEM 151,13.9,0,0,0,0,5,50,3.8,GC,0.15,H1,0,S1,6,F1,3.9,B1,,BBS,2,8,6
133,0,2,3,0,SAF 013,Black Spruce - Tamarack - example loads from photoseries PMS-831,PMS-831,6.8,0.1,0.2,0.5,2.4,5,75.49,5.1,GC,0.31,H1,0.23,S1,,F1,,B1,,BBS,2,8,6
158,0,0,3,0,SAF 014,Northern Pin Oak,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,GD,0.05,H1,0.1,S1,,F1,,B1,,,2,7,6
161,0,0,3,0,SAF 015,Red Pine,FOFEM 131,1.1,0.25,1.35,0,3,5,12,1.5,GB,0.15,H1,0,S1,6,F1,4.8,B1,,RJP,2,7,6
289,1,2,3,0,SAF 016,Aspen,FOFEM 561,0.9,0.2,0.8,1,3,5,5,0.5,GD,0.3,H1,0.5,S1,,F1,,B1,,,3,7,6
293,0,0,3,0,SAF 017,Pin Cherry,SMFDB 244,0.9,0.97,1.98,1.5,8.66,5,5,0.5,GD,0.3,H1,0.5,S1,,F1,,B1,FOFEM 561,,2,7,6
85,0,0,3,0,SAF 018,Paper Birch,FOFEM 561,0.9,0.2,0.8,1,3,5,5,0.5,GD,0.3,H1,0.5,S1,,F1,,B1,,,2,7,6
287,0,0,3,0,SAF 018,Paper Birch - example loads from N.H. Gore and Patterson '86,SMFDB 245,0.9,1.34,2.14,2.59,6.92,5,5,0.5,GD,0.3,H1,0.5,S1,,F1,,B1,FOFEM 561,,2,7,6
288,0,0,3,0,SAF 019,Gray Birch - Red Maple,CFM-ONT,,,,,,,,,,,H1,,S1,,F1,,B1,,,2,7,6
290,0,0,3,4,SAF 020,White Pine - Northern Red Oak - Red Maple,FOFEM 221,0.9,0,0,0,0,0,5.7,1.2,GA,0,H1,3.9,S1,,F1,,B1,,WPH,2,7,6
291,0,0,3,4,SAF 021,Eastern White Pine,FOFEM 141,0.7,0.17,0.93,0,3,5,11,1.7,GA,0.15,H1,0,S1,4,F1,2.8,B1,,WPH,2,7,6
292,0,0,3,4,SAF 022,White Pine - Hemlock,FOFEM 141,0.7,0.17,0.93,0,3,5,11,1.7,GA,0.15,H1,0,S1,4,F1,2.8,B1,,WPH,2,7,6
296,0,0,3,4,SAF 023,Eastern Hemlock,FOFEM 141,0.7,0.17,0.93,0,3,5,11,1.7,GC,0.15,H1,0,S1,4,F1,2.8,B1,,WPH,2,7,6
67,0,0,3,0,SAF 024,Hemlock - Yellow Birch,FOFEM 141,0.7,0.17,0.93,0,3,5,11,1.7,GC,0.15,H1,0,S1,4,F1,2.8,B1,,,2,7,6
74,0,0,3,4,SAF 025,Sugar Maple - Beech - Yellow Birch,SMFDB 246,0.66,0.45,2.47,0.89,18.21,5,3.35,1,GD,0,H1,0,S1,,F1,,B1,SMFDB 300,,2,7,6
115,0,0,3,0,SAF 026,Sugar Maple - Basswood,SMFDB 246,0.66,0.45,2.47,0.89,18.21,5,3.35,1,GD,0,H1,0,S1,,F1,,B1,SMFDB 300,,2,7,6
128,0,0,3,4,SAF 027,Sugar Maple,SMFDB 246,2.01,0.45,2.47,0.89,18.21,5,10.35,2.5,GD,0.07,H1,0.5,S1,,F1,,B1,SMFDB 483,,2,7,6
157,0,0,3,4,SAF 028,Black Cherry - Maple,SMFDB 246,0.66,0.45,2.47,0.89,18.21,5,3.35,1,GD,0,H1,0,S1,,F1,,B1,SMFDB 300,,2,7,6
155,0,0,0,4,SAF 040,Post Oak - Blackjack Oak,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,GD,0.05,H1,0.1,S1,,F1,,B1,,,1,7,6
156,1,0,3,4,SAF 042,Bur Oak,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,GD,0.05,H1,0.1,S1,,F1,,B1,,,2,7,6
156,1,0,3,4,SAF 236,Bur Oak,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,GD,0.05,H1,0.1,S1,,F1,,B1,,,2,7,6
2,0,0,3,4,SAF 043,Bear Oak,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,GD,0.05,H1,0.1,S1,,F1,,B1,,,2,7,6
6,0,0,3,4,SAF 044,Chestnut Oak,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,GD,0.05,H1,0.1,S1,,F1,,B1,,,2,7,6
86,0,0,3,4,SAF 045,Pitch Pine,FOFEM 211,1.1,0,0,0,0,0,6,0.6,GB,0.1,H1,0.25,S1,,F1,,B1,,,2,7,6
68,1,0,3,4,SAF 046,Eastern Redcedar,CFM,,,,,,,,,,,H1,,S1,,F1,,B1,,,2,7,6
69,0,0,3,4,SAF 050,Black Locust,CFM-OCT,,,,,,,,,,,H1,,S1,,F1,,B1,,,2,7,6
70,0,0,0,4,SAF 051,White Pine - Chestnut Oak,FOFEM 141,0.7,0.17,0.93,0,3,5,11,1.7,GA,0.15,H1,0,S1,4,F1,2.8,B1,,,1,7,6
71,0,0,0,4,SAF 052,White Oak - Black Oak - Northern Red Oak,Mc Daniel,1.57,0.14,0.58,1.65,4.79,,1.49,0.31,GD,0.02,H1,0.08,S1,0,F1,0,B1,,,1,7,6
72,0,0,3,4,SAF 052,White Oak - Black Oak - Northern Red Oak - ex. From N.J.; Lang and Foreman '78,SMFDB 445,1.02,0.57,1,0.96,9.5,5,3.97,1.8,GD,0.05,H1,0.1,S1,,F1,,B1,FOFEM 231,,2,7,6
73,0,0,3,4,SAF 053,White Oak,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,GD,0.05,H1,0.1,S1,,F1,,B1,,,2,7,6
75,0,0,3,4,SAF 055,Northern Red Oak,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,GD,0.05,H1,0.1,S1,,F1,,B1,,,2,7,6
88,0,0,3,4,SAF 057,Yellow-Poplar,CFM-OCT,,,,,,,,,,,H1,,S1,,F1,,B1,,,2,7,6
76,0,0,3,4,SAF 058,Yellow-Poplar - Eastern Hemlock,CFM-OCT,,,,,,,,,,,H1,,S1,,F1,,B1,,,2,7,6
77,0,0,3,4,SAF 059,Yellow Poplar - White Oak - Northern Red Oak,FOFEM 231,2,0.05,0.45,0,0,5,4,0.8,GD,0.05,H1,0.1,S1,,F1,,B1,,,2,7,6
78,0,0,3,0,SAF 060,Beech - Sugar Maple,NA-FR-22,0.66,0.2,1,2.5,5.9,5,3.35,1,GD,0,H1,0,S1,,F1,,B1,SMFDB 300,,2,7,6
13,0,0,3,4,SAF 061,River Birch - Sycamore,CFM-OCT,,,,,,,,,,,H1,,S1,,F1,,B1,,,2,7,6
14,0,0,3,4,SAF 062,Silver Maple - American Elm,CFM-OCT,,,,,,,,,,,H1,,S1,,F1,,B1,,,2,7,6
10,1,0,3,4,SAF 063,Cottonwood,CFM Riparian,,,,,,,,,,,H1,,S1,,F1,,B1,,,2,7,6
11,0,0,0,4,SAF 064,Sassafras - Persimmon,CFM-OCT,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,7,6
12,0,0,0,4,SAF 065,Pin Oak - Sweetgum,CFM-OCT,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,7,6
15,1,0,0,4,SAF 066,Ashe Juniper - Redberry (Pinchot) Juniper,FOFEM 371,0.2,0,0,0,0,0,0,0,GD,1,H1,5,S1,,F1,,B1,,,1,7,6
16,1,0,0,0,SAF 067,Mohrs (Shin) Oak (moderate cover),FOFEM 351,0.11,0,0,0,0,0,0,0,GD,0.4,H1,2.28,S1,,F1,,B1,,,3,7,6
42,1,0,0,0,SAF 067,Mohrs (Shin) Oak (low cover),FOFEM 521,0.07,0,0,0,0,0,0,0,GD,0.45,H1,1.26,S1,,F1,,B1,,,3,7,6
43,1,0,0,0,SAF 067,Mohrs (Shin) Oak (high cover),FOFEM 531,0.14,0,0,0,0,0,0,0,GD,0.35,H1,3.66,S1,,F1,,B1,,,3,7,6
44,1,0,0,4,SAF 068,Mesquite (moderate shrub cover),FOFEM 341,0.11,0,0,0,0,0,0,0,GD,0.2,H1,2.28,S1,,F1,,B1,,,1,7,6
46,1,0,0,4,SAF 068,Mesquite (low shrub cover),FOFEM 501,0.07,0,0,0,0,0,0,0,GD,0.23,H1,1.26,S1,,F1,,B1,,,1,7,6
47,1,0,0,4,SAF 068,Mesquite (high shrub cover),FOFEM 511,0.14,0,0,0,0,0,0,0,GD,0.17,H1,3.66,S1,,F1,,B1,,,1,7,6
48,0,0,0,4,SAF 069,Sand Pine,FOFEM 191,0.7,0,0,0,0,0,3.8,1,GD,1.7,H1,2.6,S1,,F1,,B1,,,1,7,6
49,0,0,0,4,SAF 070,Longleaf Pine - rough age  1,FOFEM 391,2.1,0,0,0,0,0,0,0,GE,1.45,H1,0.15,S1,,F1,,B1,,,1,7,6
31,0,0,0,4,SAF 070,Longleaf Pine - rough age  2,FOFEM 391,1.92,0,0,0,0,0,1.58,0.2,GF,0.75,H1,0.15,S1,,F1,,B1,,,1,7,6
32,0,0,0,4,SAF 070,Longleaf Pine - rough age  3,FOFEM 391,1.54,0,0,0,0,0,3.26,0.4,GG,0.53,H1,0.15,S1,,F1,,B1,,,1,7,6
33,0,0,0,4,SAF 070,Longleaf Pine - rough age  5,FOFEM 391,1.22,0,0,0,0,0,5.58,0.7,GH,0.36,H1,0.15,S1,,F1,,B1,,,1,7,6
,0,0,0,4,SAF 070,Longleaf Pine - rough age 10,FOFEM 391,1.39,0,0,0,0,0,8.51,1.2,GD,0.23,H1,0.15,S1,,F1,,B1,,,1,7,6
153,0,0,0,4,SAF 070,Longleaf Pine - rough age 15,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,GD,0.19,H1,0.15,S1,,F1,,B1,,,1,7,6
154,0,0,0,4,SAF 071,Longleaf Pine - Scrub Oak,FOFEM 221,0.9,0,0,0,0,0,5.7,1.2,GE,0,H1,3.9,S1,,F1,,B1,,,1,7,6
138,0,0,0,4,SAF 072,Southern Scrub Oak - example 1 from Schmalzer & Hinkle 1996,SMFDB 478,1.96,0,0,0,0,0,1.58,0.2,GD,0.01,H1,8.18,S1,,F1,,B1,FOFEM 391,,1,7,6
140,0,0,0,4,SAF 072,Southern Scrub Oak - example 2 from Schmalzer & Hinkle 1996,SMFDB 479,2.15,0,0,0,0,0,3.26,0.4,GD,0.02,H1,8.25,S1,,F1,,B1,FOFEM 391,,1,7,6
,0,0,0,4,SAF 072,Southern Scrub Oak - example 3 from Schmalzer & Hinkle 1996,SMFDB 481,5.22,0,0,0,0,0,5.58,0.7,GD,0.24,H1,9.41,S1,,F1,,B1,FOFEM 391,,1,7,6
,0,0,0,4,SAF 072,Southern Scrub Oak - example 4 from Schmalzer & Hinkle 1996,SMFDB 482,4.87,0,0,0,0,0,8.51,1.2,GD,0,H1,12.77,S1,,F1,,B1,FOFEM 391,,1,7,6
109,0,0,0,4,SAF 073,Southern Redcedar,CFM,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,7,6
110,0,0,0,4,SAF 074,Cabbage Palmetto,CFM Palmetto,,,,,,,,,,,H1,,S1,,F1,,B1,,,1,7,6
100,0,0,3,4,SAF 075,Shortleaf Pine,FOFEM 201,1.1,0,0,0,0,0,6,0.6,GD,0.1,H1,0.25,S1,,F1,,B1,,,2,7,6
,0,0,0,4,SAF 076,Shortleaf Pine - Oak,Mc Daniel,1.51,0.17,0.72,2.4,2.46,,4.65,0.72,GD,0.03,H1,0.14,S1,0,F1,0,B1,,,1,7,6
,0,0,3,4,SAF 078,Virginia Pine - Oak,FOFEM 221,0.9,0,0,0,0,0,5.7,1.2,GD,0,H1,3.9,S1,,F1,,B1,,,2,7,6
,0,0,3,4,SAF 079,Virginia Pine,FOFEM 211,1.1,0,0,0,0,0,6,0.6,GD,0.1,H1,0.25,S1,,F1,,B1,,,2,7,6
,0,0,0,4,SAF 080,Loblolly Pine - Shortleaf Pine - rough age  1,FOFEM 441,1.9,0,0,0,0,0,0,0,GE,0,H1,0.68,S1,,F1,,B1,,,1,7,6
137,0,0,0,4,SAF 080,Loblolly Pine - Shortleaf Pine - rough age  2,FOFEM 441,1.65,0,0,0,0,0,1.35,0.2,GF,0,H1,0.9,S1,,F1,,B1,,,1,7,6
,0,0,0,4,SAF 080,Loblolly Pine - Shortleaf Pine - rough age  3,FOFEM 441,1.31,0,0,0,0,0,2.79,0.4,GG,0,H1,1.05,S1,,F1,,B1,,,1,7,6
102,0,0,0,4,SAF 080,Loblolly Pine - Shortleaf Pine - rough age  5,FOFEM 441,0.97,0,0,0,0,0,4.43,0.7,GH,0,H1,1.35,S1,,F1,,B1,,,1,7,6
103,0,0,0,4,SAF 080,Loblolly Pine - Shortleaf Pine - rough age 10,FOFEM 441,0.92,0,0,0,0,0,5.68,1.2,GD,0,H1,2.25,S1,,F1,,B1,,,1,7,6
,0,0,0,4,SAF 080,Loblolly Pine - Shortleaf Pine - rough age 15,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,GD,0,H1,3.15,S1,,F1,,B1,,,1,7,6
,0,0,0,4,SAF 081,Loblolly Pine (Coastal) - rough age  1,FOFEM 421,1.9,0,0,0,0,0,0,0,GE,0,H1,0.75,S1,,F1,,B1,,,1,7,6
304,0,0,0,4,SAF 081,Loblolly Pine (Coastal) - rough age  2,FOFEM 421,1.65,0,0,0,0,0,1.35,0.2,GF,0,H1,1.45,S1,,F1,,B1,,,1,7,6
1,0,0,0,4,SAF 081,Loblolly Pine (Coastal) - rough age  3,FOFEM 421,1.31,0,0,0,0,0,2.79,0.4,GG,0,H1,1.75,S1,,F1,,B1,,,1,7,6
17,0,0,0,4,SAF 081,Loblolly Pine (Coastal) - rough age  5,FOFEM 421,0.97,0,0,0,0,0,4.43,0.7,GH,0,H1,2.3,S1,,F1,,B1,,,1,7,6
18,0,0,0,4,SAF 081,Loblolly Pine (Coastal) - rough age 10,FOFEM 421,0.92,0,0,0,0,0,5.68,1.2,GD,0,H1,3.9,S1,,F1,,B1,,,1,7,6
19,0,0,0,4,SAF 081,Loblolly Pine (Coastal) - rough age 15,FOFEM 421,0.92,0,0,0,0,0,5.68,1.4,GD,0,H1,5.45,S1,,F1,,B1,,,1,7,6
20,0,0,0,4,SAF 081,Loblolly Pine (Piedmont) - rough age  1,FOFEM 441,1.9,0,0,0,0,0,0,0,GE,0,H1,0.68,S1,,F1,,B1,,,1,7,6
23,0,0,0,4,SAF 081,Loblolly Pine (Piedmont) - rough age  2,FOFEM 441,1.65,0,0,0,0,0,1.35,0.2,GF,0,H1,0.9,S1,,F1,,B1,,,1,7,6
22,0,0,0,4,SAF 081,Loblolly Pine (Piedmont) - rough age  3,FOFEM 441,1.31,0,0,0,0,0,2.79,0.4,GG,0,H1,1.05,S1,,F1,,B1,,,1,7,6
,0,0,0,4,SAF 081,Loblolly Pine (Piedmont) - rough age  5,FOFEM 441,0.97,0,0,0,0,0,4.43,0.7,GH,0,H1,1.35,S1,,F1,,B1,,,1,7,6
4,0,0,0,4,SAF 081,Loblolly Pine (Piedmont) - rough age 10,FOFEM 441,0.92,0,0,0,0,0,5.68,1.2,GD,0,H1,2.25,S1,,F1,,B1,,,1,7,6
5,0,0,0,4,SAF 081,Loblolly Pine (Piedmont) - rough age 15,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,GD,0,H1,3.15,S1,,F1,,B1,,,1,7,6
,0,0,0,4,SAF 082,Loblolly Pine - Hardwood - rough age  1,FOFEM 441,1.9,0,0,0,0,0,0,0,GE,0,H1,0.68,S1,,F1,,B1,,,1,7,6
,0,0,0,4,SAF 082,Loblolly Pine - Hardwood - rough age  2,FOFEM 441,1.65,0,0,0,0,0,1.35,0.2,GF,0,H1,0.9,S1,,F1,,B1,,,1,7,6
116,0,0,0,4,SAF 082,Loblolly Pine - Hardwood - rough age  3,FOFEM 441,1.31,0,0,0,0,0,2.79,0.4,GG,0,H1,1.05,S1,,F1,,B1,,,1,7,6
117,0,0,0,4,SAF 082,Loblolly Pine - Hardwood - rough age  5,FOFEM 441,0.97,0,0,0,0,0,4.43,0.7,GH,0,H1,1.35,S1,,F1,,B1,,,1,7,6
118,0,0,0,4,SAF 082,Loblolly Pine - Hardwood - rough age 10,FOFEM 441,0.92,0,0,0,0,0,5.68,1.2,GD,0,H1,2.25,S1,,F1,,B1,,,1,7,6
119,0,0,0,4,SAF 082,Loblolly Pine - Hardwood - rough age 15,FOFEM 441,0.92,0,0,0,0,0,5.68,1.4,GD,0,H1,3.15,S1,,F1,,B1,,,1,7,6
120,0,0,0,4,SAF 083,Longleaf Pine - Slash Pine - rough age  1,FOFEM 401,2.1,0,0,0,0,0,0,0,GE,0,H1,1.05,S1,,F1,,B1,,,1,7,6
121,0,0,0,4,SAF 083,Longleaf Pine - Slash Pine - rough age  2,FOFEM 401,1.92,0,0,0,0,0,1.58,0.2,GF,0,H1,1.45,S1,,F1,,B1,,,1,7,6
122,0,0,0,4,SAF 083,Longleaf Pine - Slash Pine - rough age  3,FOFEM 401,1.54,0,0,0,0,0,3.26,0.4,GG,0,H1,1.75,S1,,F1,,B1,,,1,7,6
123,0,0,0,4,SAF 083,Longleaf Pine - Slash Pine - rough age  5,FOFEM 401,1.22,0,0,0,0,0,5.58,0.7,GH,0,H1,2.3,S1,,F1,,B1,,,1,7,6
124,0,0,0,4,SAF 083,Longleaf Pine - Slash Pine - rough age 10,FOFEM 401,1.39,0,0,0,0,0,8.51,1.2,GD,0,H1,3.9,S1,,F1,,B1,,,1,7,6
125,0,0,0,4,SAF 083,Longleaf Pine - Slash Pine - rough age 15,FOFEM 401,1.58,0,0,0,0,0,9.72,1.4,GD,0,H1,5.45,S1,,F1,,B1,,,1,7,6
52,0,0,0,4,SAF 084,Slash Pine - rough age  1,FOFEM 401,2.1,0,0,0,0,0,0,0,GI,0,H1,1.05,S1,,F1,,B1,,,1,7,6
61,0,0,0,4,SAF 084,Slash Pine - rough age  2,FOFEM 401,1.92,0,0,0,0,0,1.58,0.2,GJ,0,H1,1.45,S1,,F1,,B1,,,1,7,6
55,0,0,0,4,SAF 084,Slash Pine - rough age  3,FOFEM 401,1.54,0,0,0,0,0,3.26,0.4,GK,0,H1,1.75,S1,,F1,,B1,,,1,7,6
50,0,0,0,4,SAF 084,Slash Pine - rough age  5,FOFEM 401,1.22,0,0,0,0,0,5.58,0.7,GL,0,H1,2.3,S1,,F1,,B1,,,1,7,6
56,0,0,0,4,SAF 084,Slash Pine - rough age 10,FOFEM 401,1.39,0,0,0,0,0,8.51,1.2,GD,0,H1,3.9,S1,,F1,,B1,,,1,7,6
21,0,0,0,4,SAF 084,Slash Pine - rough age 15,FOFEM 401,1.58,0,0,0,0,0,9.72,1.4,GD,0,H1,5.45,S1,,F1,,B1,,,1,7,6
